Sent_id,sentence,term1,b1,e1,term2,b2,e2,senrel_score,crowd,baseline,single,expert,distant supervision term1,distant supervision term2,UMLS seed relation
900233,"Cutaneous sensitivity to histamine, responses to prick tests with allergens, and serum IgE concentrations were measured and hay fever assessed by questionnaire in an unselected population to determine whether increased sensitivity to histamine is an independent phenomenon contributing to ALLERGIC DISORDERS or may be caused by ALLERGIC REACTIONS",ALLERGIC DISORDERS,289,306,ALLERGIC REACTIONS,328,346,0.9494253266,0.984827598,1,1,-1,ALLERGIC DISORDERS,ALLERGIC REACTIONS,RO-cause_of
900234,A myo inositol related defect in nerve sodium potassium ATPase activity in experimental DIABETES has been suggested as a possible pathogenetic factor in DIABETIC NEUROPATHY,DIABETIC NEUROPATHY,153,171,DIABETES,88,96,0.9,0.97,1,1,1,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
900240,"When topically applied to the eye before allergen exposure, ocular sodium cromoglycate prevents many of the signs and symptoms associated with TYPE I ALLERGIC REACTIONS (which includes hayfever, acute allergic and chronic allergic conjunctivitis, and VERNAL KERATOCONJUNCTIVITIS) and giant papillary conjunctivitis.",TYPE I ALLERGIC REACTIONS,143,168,VERNAL KERATOCONJUNCTIVITIS,251,278,0.4931969619,-0.8520409114,1,-1,-1,VERNAL KERATOCONJUNCTIVITIS,ALLERGIC REACTIONS,RO-cause_of
900242,Malignancies were observed less frequently in the closest relatives of the patients suffering from HAY FEVER with the most proved hereditary liability of ATOPY than in the relatives of control groups.,HAY FEVER,99,107,ATOPY,154,159,0.4886777774,-0.8533966668,1,-1,-1,HAY FEVER,ATOPY,RO-cause_of
900250,"Human studies have shown that IRON DEFICIENCY and IRON DEFICIENCY ANEMIA in infants are associated with behavioral impairment, but the periods of brain development most susceptible to iron deficiency have not been established",IRON DEFICIENCY ANEMIA,50,72,IRON DEFICIENCY,30,45,0.2407717062,-0.9277684881,1,-1,-1,IRON DEFICIENCY ANEMIA,IRON DEFICIENCY,RO-cause_of
900254,Rationale: ? Patients with DIABETES MELLITUS may present initially with DKA,DKA,72,75,DIABETES MELLITUS,27,44,0.9363821838,0.9809146551,1,1,1,DKA,DIABETES MELLITUS,RO-cause_of
900255,SELENIUM (SE) DEFICIENCY is said to contribute to the atrophy of the thyroid gland in certain ENDEMIC GOITER areas in Africa.,ENDEMIC GOITER,94,107,SELENIUM (SE) DEFICIENCY,0,24,0.943456353,0.9830369059,1,1,1,ENDEMIC GOITER,DEFICIENCY,RO-cause_of
900259,Use of a superficial femoral vein in competent profunda vein transposition is appropriate in selected cases of Klippel-Trenaunay syndrome; this allows for improvement of VENOUS INSUFFICIENCY and relief of symptoms secondary to VENOUS STASIS,VENOUS INSUFFICIENCY,170,190,VENOUS STASIS,227,240,0.8451542547,0.9535462764,1,-1,1,VENOUS STASIS,VENOUS INSUFFICIENCY,RO-cause_of
900265,"The incidence and mortality, pathogenesis, clinical manifestations, and management of SEPSIS and the SEPSIS SYNDROME are reviewed, and the use of antiendotoxin monoclonal antibodies to treat patients with sepsis is discussed",SEPSIS SYNDROME,101,116,SEPSIS,86,92,0.6761234038,0.9028370211,1,1,-1,SEPSIS SYNDROME,SEPSIS,RO-cause_of
900276,"The pattern of eczema can help to distinguish endogenous (dyshidrosis, ATOPY) causes from exogenous (contact irritant and ALLERGIC DERMATITIS) and the common differential diagnoses (psoriasis, fungus infections.",ALLERGIC DERMATITIS,122,140,ATOPY,71,76,0.8574929257,0.9572478777,1,-1,-1,ALLERGIC DERMATITIS,ATOPY,RO-cause_of
900279,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,91,117,HYPERSENSITIVITY,124,140,0.8241633837,0.9472490151,1,-1,-1,ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,RO-cause_of
900289,"PROTEIN DEFICIT (PD) and PROTEIN CALORIE MALNUTRITION (PCM) were estimated from comparisons between control and 10% protein, and control and 2% protein fed animals, respectively.",PROTEIN CALORIE MALNUTRITION,25,52,PROTEIN DEFICIT (PD),0,20,0.269679945,-0.9190960165,1,-1,-1,PROTEIN CALORIE MALNUTRITION,DEFICIT,RO-cause_of
900290,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,171,210,SEPSIS,146,152,0.1714985851,-0.9485504245,1,-1,-1,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS,RO-cause_of
900292,SEE:   ALLERGY ;  anaphylaxis  ETIOLOGY: The condition is the result of a type I allergic or HYPERSENSITIVITY REACTION during which the allergen is absorbed into the blood directly or through the mucosa.,HYPERSENSITIVITY REACTION,93,117,ALLERGY,7,14,0.7875615306,0.9362684592,1,-1,-1,HYPERSENSITIVITY REACTION,ALLERGY,RO-cause_of
900294,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,124,137,LUPUS,108,113,0.1856953382,-0.9442913985,1,1,-1,DISCOID LUPUS,LUPUS,RO-cause_of
900296,"Allergen specific immunotherapy has been shown to be effective in rigorous double-blind placebo-controlled clinical trials in both children and adults A recent WHO position paper stated that immunotherapy is an effective treatment for patients with allergic rhinitis/conjunctivitis, ALLERGIC ASTHMA and ALLERGIC REACTIONS from stinging insects and is thought to be more effective in children than in adults",ALLERGIC ASTHMA,283,298,ALLERGIC REACTIONS,303,321,0.5494422558,0.8648326767,1,1,-1,ALLERGIC ASTHMA,ALLERGIC REACTIONS,RO-cause_of
900298,"In many aspects, respiratory allergies, i.e., ALLERGIC ASTHMA and rhinitis, represent the hallmarks of ALLERGY",ALLERGIC ASTHMA,46,61,ALLERGY,103,110,0.8677218313,0.9603165494,1,1,1,ALLERGIC ASTHMA,ALLERGY,RO-cause_of
900301,Lupus Erythematosus  Treatment of DISCOID LUPUS ERYTHEMATOSUS and SYSTEMIC LUPUS ERYTHEMATOSUS.,DISCOID LUPUS ERYTHEMATOSUS,34,60,SYSTEMIC LUPUS ERYTHEMATOSUS,66,94,0,-1,1,-1,-1,DISCOID LUPUS ERYTHEMATOSUS,LUPUS,RO-cause_of
900303,HYPERSENSITIVITY TO MOSQUITO BITES or MOSQUITO ALLERGY is a mysterious disorder that has been reported mainly in Japanese patients (at least 58 patients) in the first two decades of life.,HYPERSENSITIVITY TO MOSQUITO BITES,0,33,MOSQUITO ALLERGY,38,54,0.158113883,-0.9525658351,1,-1,-1,HYPERSENSITIVITY,ALLERGY,RO-cause_of
900308,"Using standardised computer assisted face to face interviews, we determined and compared the prevalence of doctor diagnosed ATOPIC DISEASES (hay fever, asthma, ATOPIC DERMATITIS) in the study subjects and veterinarian diagnosed allergies in their pets.",ATOPIC DERMATITIS,160,177,ATOPIC DISEASES,124,139,0,-1,1,-1,-1,ATOPIC DERMATITIS,ATOPIC,RO-cause_of
900309,The clinical ASSOCIATIONS of kiwi fruit allergy with ALLERGIES to pollens or latex are reviewed.,ASSOCIATIONS,13,24,ALLERGIES,53,62,0,-1,1,-1,-1,ASSOCIATIONS,ALLERGIES,RO-cause_of
900312,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,76,99,HAEMOPHILIA,117,128,0.9486832981,0.9846049894,1,1,1,HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA,RO-cause_of
900315,"On the basis of phenomenon of PFC count increase in the presence of penicillin in specimens in vitro, HYPERSENSITIVITY to thi antibiotic in the absence of clinical manifestations of ALLERGY was detected in 27% of children.",HYPERSENSITIVITY,102,117,ALLERGY,182,189,0.4375949745,-0.8687215077,1,-1,-1,HYPERSENSITIVITY,ALLERGY,RO-cause_of
900317,This results in the amplification of any subsequent ALLERGIC REACTION contributing to the CHRONIC ALLERGIC STATE,CHRONIC ALLERGIC STATE,90,112,ALLERGIC REACTION,52,68,0.9897433186,0.9969229956,1,1,-1,ALLERGIC REACTION,ALLERGIC STATE,RO-cause_of
900320,We describe a patient with unsuspected COBALAMIN DEFICIENCY who developed SUBACUTE COMBINED DEGENERATION OF THE SPINAL cord after nitrous oxide anesthesia.,SUBACUTE COMBINED DEGENERATION OF THE SPINAL,74,117,COBALAMIN DEFICIENCY,39,59,0.9797958971,0.9939387691,1,-1,1,SUBACUTE COMBINED DEGENERATION,COBALAMIN DEFICIENCY,RO-cause_of
900326,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,59,72,ATOPIC,0,6,0,-1,1,-1,-1,ATOPIC ECZEMA,ATOPIC,RO-cause_of
900330,We conclude that LATE SYSTEMIC ALLERGIC REACTIONS account for a significant percent of the total NUMBER OF SYSTEMIC ALLERGIC reactions to inhalant allergen immunotherapy.,NUMBER OF SYSTEMIC ALLERGIC,97,123,LATE SYSTEMIC ALLERGIC REACTIONS,17,49,0.4170288281,-0.8748913516,1,-1,-1,NUMBER,ALLERGIC REACTIONS,RO-cause_of
900341,"This should definitely establish the value of this diagnostic test, particularly in instances where other in vitro or in vivo diagnostic tests are not reliable, such as FOOD OR DRUG ALLERGIES as well as in non IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS.",FOOD OR DRUG ALLERGIES,169,190,IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS,210,259,0,-1,1,-1,-1,ALLERGIES,HYPERSENSITIVITY,RO-cause_of
900345,"Hyperglycemic and Diabetogenic Effects  Hyperglycemia (potentially persistent), new onset diabetes mellitus, or exacerbation of preexisting DIABETES MELLITUS reported with use of PIs; DIABETIC KETOACIDOSIS has occurred.",DIABETIC KETOACIDOSIS,184,205,DIABETES MELLITUS,140,157,0.875,0.9625,1,-1,-1,DIABETIC KETOACIDOSIS,DIABETES MELLITUS,RO-cause_of
900347,"The human pathological condition most commonly associated with hyperproduction of IgE is atopy, the FAMILIAL ALLERGIC DISORDER of IMMEDIATE TYPE HYPERSENSITIVITY TO ENVIRONMENTAL ALLERGENS.",FAMILIAL ALLERGIC DISORDER,100,125,IMMEDIATE TYPE HYPERSENSITIVITY TO ENVIRONMENTAL ALLERGENS,130,188,0.1348399725,-0.9595480083,1,-1,-1,ALLERGIC DISORDER,HYPERSENSITIVITY,RO-cause_of
900348,"A case of a typical form of SEXUAL ASPHYXIATION is described, involving a young man hanging, in a context of AUTOEROTIC ASPHYXIA",AUTOEROTIC ASPHYXIA,109,127,SEXUAL ASPHYXIATION,28,47,0.6255432422,0.8876629727,1,-1,-1,ASPHYXIA,ASPHYXIATION,RO-cause_of
900353,"During GRAM NEGATIVE SEPSIS endotoxin lipopolysaccharide (LPS) may activate host inflammatory responses, resulting in the SYSTEMIC INFLAMMATORY RESPONSE SYNDROME and the adult respiratory distress syndrome.",SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,122,160,GRAM NEGATIVE SEPSIS,7,27,0.9965457582,0.9989637275,1,1,-1,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS,RO-cause_of
900354,A NUMBER of HYPERSENSITIVITY REACTIONS have been attributed to the presence of Cremophor((R)) EL in the current formulation for paclitaxel.,NUMBER,2,7,HYPERSENSITIVITY REACTIONS,12,38,0,-1,1,-1,-1,NUMBER,HYPERSENSITIVITY REACTIONS,RO-cause_of
900359,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,DIABETIC NEUROPATHY,0,18,DIABETES,57,65,1,1,1,1,1,DIABETIC NEUROPATHY,DIABETES,RO-cause_of
900365,"HYPERSENSITIVITY REACTIONS to heparin consist of heparin-induced immune thrombocytopenia, ALLERGIC VASCULITIS, hypereosinophilia, immediate hypersensitivity as well as delayed-type skin reactions",ALLERGIC VASCULITIS,90,109,HYPERSENSITIVITY REACTIONS,0,26,0.9847319278,0.9954195783,1,1,1,ALLERGIC VASCULITIS,HYPERSENSITIVITY REACTIONS,RO-cause_of
900367,"15   In this study and other large studies, the prevalence of diabetic polyneuropathy increased with the duration of DIABETES, and a strong correlation existed between the presence of DIABETIC POLYNEUROPATHY, retinopathy, and nephropathy",DIABETIC POLYNEUROPATHY,184,207,DIABETES,117,125,0.755928946,0.9267786838,1,-1,1,DIABETIC POLYNEUROPATHY,DIABETES,RO-cause_of
900373,It also occurs in children with ATOPIC DERMATITIS and in members of ATOPIC FAMILIES WITHOUT CONCOMITANT bronchial asthma.,ATOPIC DERMATITIS,32,48,ATOPIC FAMILIES WITHOUT CONCOMITANT,68,103,0,-1,1,-1,-1,ATOPIC DERMATITIS,ATOPIC,RO-cause_of
900376,"In conclusion, it was observed that vitamin A enhanced the development of AMYLOID ARTHROPATHY and there were positive associations between AMYLOIDOSIS increased levels of serum amyloid A and increased numbers of tissue infiltrating macrophages.",AMYLOID ARTHROPATHY,74,92,AMYLOIDOSIS,139,150,0.0883883476,-0.9734834957,1,-1,-1,AMYLOID ARTHROPATHY,AMYLOIDOSIS,RO-cause_of
900386,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,ALLERGIC FUNGAL SINUSITIS,0,25,HYPERSENSITIVITY REACTION,77,102,0.635000635,0.8905001905,1,-1,1,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION,RO-cause_of
900387,MECHANICALLY INDUCED HYPERVENTILATION is used in the treatment of newborn infants with persistent pulmonary hypertension syndrome to induce RESPIRATORY ALKALOSIS which may attenuate their pulmonary vasoconstriction.,RESPIRATORY ALKALOSIS,140,161,MECHANICALLY INDUCED HYPERVENTILATION,0,37,0.6432675209,0.8929802563,1,1,1,RESPIRATORY ALKALOSIS,HYPERVENTILATION,RO-cause_of
900397,RENAL OSTEODYSTROPHY is a general complication of chronic renal failure and END STAGE RENAL DISEASE,RENAL OSTEODYSTROPHY,0,19,END STAGE RENAL DISEASE,76,99,0.9649012814,0.9894703844,1,1,1,RENAL OSTEODYSTROPHY,RENAL DISEASE,RO-cause_of
900400,"The classic features of a patient with fully developed GRAVES' DISEASE are difficult to overlook, but the clinical features of THYROTOXICOSIS vary with the etiology of the disease and the sensitivity of the patient's peripheral tissues.",THYROTOXICOSIS,127,141,GRAVES' DISEASE,55,69,0.7537783614,0.9261335084,1,1,-1,GRAVES' DISEASE,THYROTOXICOSIS,RO-cause_of
900401,Percentage of CD4(+) was lower in CULTURE PROVEN SEPSIS and absolute count of CD4(+) was lower in CULTURE NEGATIVE SEPSIS (p.,CULTURE NEGATIVE SEPSIS,98,120,CULTURE PROVEN SEPSIS,34,55,0,-1,1,-1,-1,CULTURE NEGATIVE SEPSIS,SEPSIS,RO-cause_of
900403,The serum triglycerides and serum cholesterol levels were not significantly lower in the group of LUPUS NEPHROTIC patients compared to the NONLUPUS NEPHROTICS.,NONLUPUS NEPHROTICS,139,157,LUPUS NEPHROTIC,98,113,0,-1,1,-1,-1,NONLUPUS,LUPUS,RO-cause_of
900405,"Pharmacologic agents of this type may be suitable for use in the therapeutic or prophylactic suppression of IgE and, hence, in the therapy of IgE mediated diseases such as ALLERGIC RHINITIS asthma, and other ATOPIC DISEASES.",ALLERGIC RHINITIS,172,188,ATOPIC DISEASES,208,223,0,-1,1,-1,-1,ALLERGIC RHINITIS,ATOPIC,RO-cause_of
900406,Patients with a history of BEESTING ALLERGY may have a higher risk of a HYPERSENSITIVITY REACTION with paclitaxel treatment.,HYPERSENSITIVITY REACTION,72,97,BEESTING ALLERGY,27,43,0.9,0.97,1,1,-1,ALLERGY,HYPERSENSITIVITY REACTION,RO-cause_of
900407,The purpose of the present study is to investigate whether an ethnic difference exists in the incidence of RENAL OSTEODYSTROPHY between Asian and Western countries in END STAGE RENAL DISEASE (ESRD) patients.,RENAL OSTEODYSTROPHY,107,126,END STAGE RENAL DISEASE (ESRD),167,197,0.7715167498,0.9314550249,1,1,1,RENAL OSTEODYSTROPHY,RENAL DISEASE,RO-cause_of
900410,"ASPHYXIA, positional asphyxia, and SUFFOCATION were the leading causes of death",SUFFOCATION,35,46,ASPHYXIA,0,8,0.1259881577,-0.9622035527,1,-1,-1,SUFFOCATION,ASPHYXIA,RO-cause_of
900413,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,ALLERGY,115,122,NON ALLERGY,151,162,0.2357022604,-0.9292893219,1,1,-1,ALLERGY,NON-ALLERGY,RO-cause_of
900419,Hyperactivity may quickly turn to lethargy; HYPERVENTILATION (with RESPIRATORY ALKALOSIS) changes to hypoventilation (with mixed respiratory and metabolic acidosis) and respiratory failure,RESPIRATORY ALKALOSIS,67,88,HYPERVENTILATION,44,60,0.3015113446,-0.9095465966,1,-1,1,RESPIRATORY ALKALOSIS,HYPERVENTILATION,RO-cause_of
900437,"In our population CPI does not associate directly with asthma and allergy, but chronic or recurrent infection is associated with allergic asthma and inhalative allergy as opposed to nonALLERGIC ASTHMA and nonINHALATIVE ALLERGY.",ALLERGIC ASTHMA,185,199,INHALATIVE ALLERGY,208,226,0.1048284837,-0.9685514549,1,-1,-1,ALLERGIC ASTHMA,ALLERGY,RO-cause_of
900439,The data indicate that alcohol intoxication decreases survival after TRAUMATIC SHOCK and that alcohol and TRAUMA induced a significant increase in circulating microaggregates.,TRAUMATIC SHOCK,69,83,TRAUMA,69,75,0.272165527,-0.9183503419,1,-1,-1,TRAUMATIC SHOCK,TRAUMA,RO-cause_of
900443,A strong MBP deposition was often seen in specimens from patients with atopic dermatitis who had a personal or family history of RESPIRATORY ATOPY but was absent in specimens from those patients with ATOPIC DERMATITIS who had neither a personal nor a family history of respiratory atopy.,ATOPIC DERMATITIS,200,216,RESPIRATORY ATOPY,129,146,0.3651483717,-0.8904554885,1,-1,-1,ATOPIC DERMATITIS,ATOPY,RO-cause_of
900444,There was no difference in the visual scoring system or the TEWL after the SLS irritation test between the NICKEL ALLERGY GROUP and the NON ALLERGY GROUP.,NON ALLERGY GROUP,136,152,NICKEL ALLERGY GROUP,107,127,0,-1,1,-1,-1,NON-ALLERGY,ALLERGY,RO-cause_of
900445,A significant effect of the constitutional factor on the development of atopic dermatitis included familial occurrence of ATOPIC DISEASES (mostly ATOPIC DERMATITIS,ATOPIC DERMATITIS,146,162,ATOPIC DISEASES,122,137,0.1889822365,-0.9433053291,1,-1,-1,ATOPIC DERMATITIS,ATOPIC,RO-cause_of
900447,"In order to investigate whether or not there is a causal relationship between the metabolic acidosis and the ocular hypotension induced by acetazolamide, we undertook to correlate over a period of time the blood acidifying and ocular hypotonizing effects of administering the lowest intravenous effective dose of acetazolamide; to treat the metabolic acidosis induced by acetazolamide by means of the intravenous introduction of bases, and PULMONARY HYPERVENTILATION (RESPIRATORY ALKALOSIS); to evaluate the effects on the intraocular pressure (IOP) by neutralizing the acetazolamide induced metabolic acidosis by means of a continuous infusion of.",RESPIRATORY ALKALOSIS,468,488,PULMONARY HYPERVENTILATION,440,466,0.133630621,-0.9599108137,1,-1,1,RESPIRATORY ALKALOSIS,HYPERVENTILATION,RO-cause_of
900448,"The issues typically encountered from a drug development standpoint include the potential for CONTACT HYPERSENSITIVITY, respiratory sensitivity, systemic hypersensitivity, photoallergy, and PSEUDOALLERGY",CONTACT HYPERSENSITIVITY,94,118,PSEUDOALLERGY,190,203,0.1714985851,-0.9485504245,1,-1,-1,CONTACT HYPERSENSITIVITY,PSEUDOALLERGY,RO-cause_of
900453,IL 19 is induced in SYSTEMIC INFLAMMATORY RESPONSE SYNDROME but its pathophysiological function in SEPSIS is unclear.,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,20,58,SEPSIS,99,105,0.298142397,-0.9105572809,1,1,-1,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS,RO-cause_of
900458,LUPUS ERYTHEMATOSUS PROFUNDUS (panniculitis) is a rare clinical variant of LUPUS ERYTHEMATOSUS,LUPUS ERYTHEMATOSUS PROFUNDUS,0,28,LUPUS ERYTHEMATOSUS,0,19,0.2948839123,-0.9115348263,1,1,-1,LUPUS ERYTHEMATOSUS PROFUNDUS,LUPUS ERYTHEMATOSUS,RO-cause_of
